,client,title,pos_review,neg_review,nationality,score,travel_type,room_type,date_review
498,Jose,Fantástico,"Ubicacion idonea, habitaciones amplias y comodas. Personal muy atento","No poder aparcar en el parking del hotel, por falta de sitio.",España,"9,0",En grupo,Habitación Doble - 1 o 2 camas,12/12/2021
499,Clara,Muy bien,"La ubicación, muy céntrico.","la parte del bufet del desayuno era pequeña, había poco espacio y se acumulaba la gente.",España,"8,0",En pareja,Habitación Doble Deluxe,11/12/2021
500,Marta,"Su ubicación y calidad precio, seguro que volveremos","El  tamaño de la habitacio impresionante
El desayuno correcto
Trato amable del personal",Las almohadas no son muy comodas,España,"8,0",En pareja,Habitación Doble - 1 o 2 camas,11/12/2021
501,Jesús,Me ha gustado la estancia y volvería sin duda,Todo en general,Y el personal muy atento,España,10,En pareja,Habitación Doble Deluxe,10/12/2021
502,Raquel,Muy correcto,Las habitaciones y el restaurante,,España,"9,0",En pareja,Habitación Doble - 1 o 2 camas,10/12/2021
503,Olga,"El hotel es de 10! Estancia muy agradable, cenas de lujo, trato exquisito. Volveremos.","Me encantó el hotel, muy nuevo, limpio y muy bien ubicado, zona tranquila, pero próxima a la zona comercial y Caldea. Destacar especialmente la comida, las cenas fueron espectaculares (el chef realiza platos de alta cocina). El desayuno también estuvo muy correcto. Y también destacar la atención de los camareros, especialmente de Lucio que fue muy amable en todo momento. Lo recomendaré sin duda y volveré seguro.","En la habitación hacía excesivo calor para dormir, y no se puede regular la temperatura. También que haya pocas plazas de aparcamiento en el hotel y nos obligara a irnos a uno público por el que pagamos un importe desorbitado.",España,"9,0",En familia,Habitación Cuádruple Deluxe,9/12/2021
504,Cristina,Estancia agradable,"Que era tranquilo,habitaciones muy amplias,la comida buena y su ubicación.",Nuestra habitación particularmente era una cuádruple y queriamos estar todos juntos y nos tocó dormir separados tipo habitáculo en la entrada tipo hall en dos literas.,España,"8,0",En familia,Habitación Cuádruple Estándar,6/12/2021
505,Pascual,Genial,ubicación y la enorme habitación,,España,"9,0",En pareja,Habitación Doble - 1 o 2 camas,6/12/2021
506,Jesica,Confortable y tranquilo,"Muy acogedor y limpio, muy bien ubicado para moverse por el centro. Nos dieron una habitación superior.",Todo estuvo correcto.,España,10,En grupo,Habitación Doble - 1 o 2 camas,3/12/2021
507,Jenni,Hotel muy recomendable,Las habitaciones son muy grandes y espaciosas. Estan muy limpias y se puede descansar muy bien. Está muy cerca de la zona comercial. El personal és muy atento y agradable. És la tercera vez que nos alojamos en este hotel y sin duda si volvemos Andorra será nuestra primera opción.,,España,10,En familia,Habitación Cuádruple Estándar,2/12/2021
508,Raquel,Muy buena como siempre!!,"Parking disponible antes del checkin.
Desayuno muy bueno, variado y amplias horas.
Habitación y servicios muy buenos
Repetimos cada año que viajamos Andorra, en plena avenida Meritxell",Hubiéramos preferido hacer el checkin un poco más pronto cuando llegamos para dejar maletas pero al dejarnos disponer del parking nos pareció buena alternativa.,España,10,En pareja,Habitación Doble - 1 o 2 camas,30/11/2021
509,Raquel,Buen hotel,Me gusto que pedi una cama grande y me la dieron. Tambien nos dejaron dejar el coche despues del cheek out hasta las 15h.la habitacion muy grande y reformada,El parking pequeño.,España,"8,0",En pareja,Habitación Doble Deluxe,30/11/2021
510,Diaz,Muy bien,Las habitaciones nuevas como sale en la foto,"La habitación que me dieron  al principio, suerte que lo solucionaron rapido",España,"8,0",En pareja,Habitación Doble - 1 o 2 camas,28/11/2021
511,Jose,Fabuloso,Excelente,,España,10,En pareja,Habitación Doble Deluxe,28/11/2021
512,Mªcarmen,Muy bien,Cama comoda y grande.Todo estaba muy bien.,El cafe del desayuno,España,"8,0",En pareja,Habitación Doble - 1 o 2 camas,27/11/2021
513,Alexandre,Excepcional,"La habitación y la atención del personal de recepción, muy agradables.",El WiFi no llegaba a toda la habitacion,España,10,En pareja,Habitación Doble - 1 o 2 camas,22/11/2021
514,Oscar&mary,Finde espectacular,"La ubicación y la limpieza. La media pensión desayuno-cena ,el desayuno buffet todo muy bueno y de buena calidad. La cena , tipo carta ESPECTACULAR 😍, unos platos de alta cocina increíble y buenísimo. El trato de los camareros muy cercano y educados. Repetiremos en nuestra próxima visita Andorra!",Nada. Todo perfecto!,España,10,En pareja,Habitación Doble Deluxe,22/11/2021
515,Cristina,Muy bien,Amplitud de las habitaciones,Las vistas,España,"8,0",En grupo,Habitación Familiar Deluxe,22/11/2021
516,Teresa,Hace años que vamos,"la atención de todo el personal, sobretodo del restaurante y la amplitud de las habitaciones.",la iluminación de las habitaciones demasiado tenues,España,10,En familia,Habitación Familiar,21/11/2021
517,David,Siempre repetimos!,Habitaciones enormes con literas. Ideal si vas con niños.,,España,10,En familia,Habitación Doble - 1 o 2 camas,21/11/2021
518,Vanesa,Habitación,"La habitación era grande y comoda
La comida estaba genial tanto el desayuno como la cena. Los camareros muy majos, si les preguntabas te aconsejaban sitios que visitar
El hotel estaba en muy buena localización
Las camas eran muy cómodas y los baños estaban muy bien","Las tarjetas para abrir la puerta y encender la luz iba un poco mal.
Lo único que la cena es un menú y si te quedas muchos días (6 nosotros) se hace un poco repetitivo.
Hubo un malentendido con el parking pero lo solucionaron sin problema.",España,10,En pareja,Habitación Doble - 1 o 2 camas,21/11/2021
519,Lucia,Sitio idóneo para pasar unos días.,"Trato agradable, estancia muy cómoda. La comida muy buena.",,España,"9,0",En pareja,Habitación Doble Deluxe,19/11/2021
520,Montse,Perfecta.,El desayuno es buenisimo. Todo lo que hay és de muy buena calidad.,Nada. He ido en varias.ocasiones y volvere a ir.,España,10,En pareja,Habitación Doble - 1 o 2 camas,19/11/2021
521,Francisco,Fantástico,La cena y el desayuno. La atención del personal.,El baño le hace falta una renovación.,España,"9,0",En pareja,Habitación Doble - 1 o 2 camas,19/11/2021
522,Roberto,Muy bien,"la amplitud de la habitación, el baño con dos duchas, la cama enorme","ubicación fantástica para andar, pero para ir en coche no tan bien, el wifi fatal, apenas llegaba cobertura a la habitación",España,"8,0",En pareja,Habitación Doble - 1 o 2 camas,18/11/2021
523,Xavier,comodidad,"Ubicación, calidad & precio, personal",,España,"9,0",En familia,Habitación Doble - 1 o 2 camas,18/11/2021
524,Maria,"Instalaciones muy comodas, desayuno muy completo y café buenisimo! Muy céntrico.","El desayuno muy completo,cafe buenísimo y comida muy variada.",Me gustó todo.,España,10,En pareja,Habitación Doble - 1 o 2 camas,18/11/2021
525,Gabriela,Fantástico,"habitación muy espaciosa, perfecta para ir en familia",,España,"9,0",En familia,Habitación Doble - 1 o 2 camas,18/11/2021
526,Sandra,Fabuloso,"Hotel céntrico ideal para pasar unos días en pareja o familia, habitaciones enormes y muy bien equipadas. Segunda vez que vengo y siñeguramente repetire",,España,"8,8",En familia,Habitación Doble Deluxe,15/11/2021
527,Esther,Tranquilidad,"El desayuno excelente 
Los camareros de la zona de desayuno muy, muy amables","Podrían mejorar el tema habitación, éramos 3 y nos dieron una habitación para 5. Lo incomodo en esta caso es que uno durmió en una litera.",España,"8,0",En familia,Habitación Triple,15/11/2021
528,Jose,Breve pero intenso,"Siempre que vamos a Andorra, venimos a este hotel, porque nos encanta la situacion, la amplitud de las habitaciones, el personal... Gracias","En esta ocasión nos quedamos sin parking, estaba todo lleno y los parkings exteriores mas cercanos, tambien. Como sugerencia, tener parkings disponibles para cubrir demandas, aunque fuese en el hotel de enfrente, plazas alquiladas. Gracias",España,10,En grupo,Habitación Doble - 1 o 2 camas,14/11/2021
529,Erica,Excelente,"Ubicación perfecta, habitación grande, preciosa y de diseño, pero lo mejor la cena: cogimos media pension y fue cena de menú, calidad espectacular. Un 10 los cocineros",,España,10,En pareja,Habitación Doble - 1 o 2 camas,14/11/2021
530,Hugo,Fantástico,Las almohadas eran demasiado duras,,España,"9,0",En pareja,Habitación Doble Deluxe,14/11/2021
531,Osorio,Fantástico,El personal muy amable y el desayuno y cena muy bien.,,España,"9,0",En familia,Habitación Familiar Deluxe,14/11/2021
532,Cristina,Genial,La comodidad de las camas y sus habitaciones,,España,"9,0",En grupo,Habitación Doble - 1 o 2 camas,12/11/2021
533,Hal05,Excelente.,Ubicación. La habitación perfecta. Y una relación calidad/precio inmejorable.,Las plazas de parking un poco pequeñas. Deberían mejorar la calidad del WIFI.,España,"9,0",Persona que viaja sola,Habitación Doble - 1 o 2 camas,12/11/2021
534,Silvina,Fantástico,"Muy bien atendidos por el personal del hotel. Habitaciones muy amplías y muy limpio todo. La ubicación del hotel es perfecta, para dejar el coche en el parking del hotel y moverse andando por la Ciudad.
Es la segunda vez que reservó y no decepciona",,España,"9,0",En grupo,Habitación Doble - 1 o 2 camas,11/11/2021
535,Alexandre,sin sorpresas,La habitación espaciosa y muy tranquila sin ruidos.,"servicio de bar, complicado servicio de bar para tomar una copa.",España,"8,0",En pareja,Habitación Doble Deluxe,11/11/2021
536,Ricardo,Muy bien,Las cenas y el trato del personal fue excelente.,Falta de mantenimiento o de un cambio de mobiliario en habitaciones.,España,"8,0",En familia,Habitación Doble - 1 o 2 camas,9/11/2021
537,Carme,"Excelente,","Desayuno correcto.
Ubicacion perfecta",Parking muy caro,España,10,En pareja,Habitación Doble - 1 o 2 camas,7/11/2021
538,Paqui,Un hotel muy recomendable,"Un hotel muy céntrico , la habitación muy grande y limpia , dos cuartos de baño , y tengo que recomendar el restaurante el menú super bueno y la atención de los camareros una chica y un chico muy amables y simpáticos , volveremos seguro",,España,10,En familia,Habitación Cuádruple Estándar,6/11/2021
539,Rosa,Muy bien,Todo perfecto,,España,"8,0",En grupo,Habitación Triple,5/11/2021
540,Ricardo,Excepcional,"La ubicacion es ideal,cerca de Caldea y de la calle de las tiendas,Cenas buenisimas y tambien el desayuno,personal muy atento y simpatico.Volveremos seguro.",No tengo queja,España,10,En pareja,Habitación Doble Deluxe,4/11/2021
541,Jose,Perfecto,La habitación,Nada,España,10,En pareja,Habitación Doble Deluxe,3/11/2021
542,Judith,Aceptable pero mejorable,"La ubicación. La amplitud de la habitación, el desayuno, las instalaciones, la comodidad y tranquilad de la suite en la que nos alojábamos. La cama 200x200 muy cómoda pero las almohadas podrían ser mejor.","El suelo de la entrada de la habitación estaba un poco levantado, es parquet y estaba bufado y en mal estado. Los marcos de las puertas estaban también en mal estado y bufados por la parte de abajo.
Los muebles, no son los de las imágenes, al menos los de la suite que nos tocó, estaban picados, bufados y la “piel” del reposa pies del sofá estaba bastante mal y con partes deshechas. Las juntas del baño están como sucias o bien antiguas y habían goteras en la parte de la bañera, cuando la habitación de arriba se duchaba aparecían las goteras en el techo del baño encima de la bañera…",España,"8,0",En pareja,Habitación Doble - 1 o 2 camas,2/11/2021
543,Lejud,10 en Andorra,La atención los trabajadores del restaurante,Nada negativo,España,10,En pareja,Habitación Doble Deluxe,1/11/2021
544,Monica,Fantástico hotel y magnífica ubicación.,La Habitación cuadruple muy grande y equipada.,Todo bien.,España,10,En familia,Habitación Cuádruple Estándar,1/11/2021
545,Amadeu,Muy bien,Habitación muy grande,,España,"8,0",En pareja,Habitación Doble - 1 o 2 camas,1/11/2021
546,Maria,Muy bien,"La habitación amplia y cómoda. 
Todo muy limpio.",No tiene alguna zona para niños.,España,"8,0",En familia,Habitación Triple (2 adultos + 1 niño),30/10/2021
547,Andrea,Fantástico,"La amabilidad del personal de cocina.
La amplitud de la habitación, mucho más grande de lo que imaginábamos.",,España,"9,0",En familia,Habitación Doble - 1 o 2 camas,30/10/2021
548,Manel_montcada,El personal del hotel te hace la estancia agradable.,"El tamaño de la habitación y el desayuno. En cuanto a la cena, teníamos media pensión, fue correcta. Menú variado aunque algunos platos no nos gustaron.","El menú de la cena, aunque variado, se repetía todos los días y claro, cuando haces una reserva para 5 días, te cansas un poco de ver siempre lo mismo.
El aparcamiento es de los MUY complicados para entrar y salir, pero ya lo conocía de otras ocasiones. Es más bien caro (18 €/día), aunque en Andorra, ya se sabe.
Las habitaciones muy grandes, pero comienzan a estar desactualizadas. Requieren un cambio de parquet, pintura y puertas, especialmente la de los baños.",España,"8,0",En pareja,Habitación Doble - 1 o 2 camas,29/10/2021
549,Jalcanizcid,Buen Hotel y precio ajustado.,"Habitación extra grande, la mia con cama doble y dos literas + sofa cama y dos baños, uno con bañera y el otro con ducha.","Nada, a sido perfecto.",España,10,Persona que viaja sola,Habitación Individual,27/10/2021
550,Javier,Camarera anticatalanes,La habitación es muy grande y es ideal para ir con niños.,Teníamos media pensión durante la cena la camarera hizo un comentario muy despectivo hacia el catalán y los catalanes. Aunque hable en castellano soy catalán. Yo no pienso volver.,España,"8,0",En familia,Habitación Cuádruple Estándar,25/10/2021
551,Alberto,Fantástico,Comida,La cama,España,"9,0",En pareja,Habitación Doble - 1 o 2 camas,23/10/2021
552,Sofía,Me encantó,"Grand variedad de desayuno,muy agradable la camarera,persona muy educada e amable",No havia zumo natural d naranja,Andorra,"9,0",En grupo,Habitación Doble Deluxe,22/10/2021
553,Ana,Volveremos!,"Ubicación excelente, muy cerca de la zona comercial y a 5 minutos a pie de Caldea. La habitación familiar enorme, para 4 personas  con dos zonas diferenciadas e incluso dos cuartos de baño. Limpia y la cama comodísima. 
Es la tercera vez que vamos y sin duda volveremos a repetir.","Por poner una pequeña pega, el buffet del desayuno algo escaso de variedad, pero de buena calidad. Y el parquing es caro, pero es algo ya esperable cuando vas a Andorra.",España,"9,0",En familia,Habitación Cuádruple Deluxe,17/10/2021
